temperature,humidity,moisture,nitrogen,potassium,phosphorus,label
27,56.6,68.8,59,36.8,15,Diseased
22.4,86.2,65.1,31.2,33.7,19.8,Diseased
30.6,78.6,50.9,59.9,68.5,46.6,Healthy
33.1,53.9,40.1,82.6,30.2,35.7,Healthy
39.3,78.2,35.4,43.9,60.5,49.1,Healthy
37.5,42.3,66.2,50.8,31.6,27.7,Diseased
35.9,65.2,34.8,85.7,47.8,40.3,Healthy
33.2,61.6,50.4,83.2,30.1,49.5,Healthy
35.7,84.1,25.9,57.3,13.5,11.3,Diseased
26.7,83.4,31.5,90.3,73,35.6,Healthy
38.1,65.6,41.5,43.3,77,50,Healthy
33.7,67.7,53,48.5,36.3,35.5,Healthy
33.7,66.5,50.8,75.1,52.7,42.3,Healthy
35.5,77.1,65.4,74.7,30.3,23.4,Diseased
20.6,57.2,34.6,14.7,19.4,17.2,Diseased
28.1,50.7,26.8,67,61.9,13,Diseased
35,77.4,34.9,41.1,21.5,22.8,Healthy
28.9,44,38.3,69,72,18.6,Healthy
37.4,80,35.9,22.9,16.2,16.7,Diseased
28.4,62.1,62.5,51,35.5,35.1,Diseased
28.7,71.2,32.2,26.5,34.4,14.7,Diseased
24.2,68.1,24.1,17.9,31.9,14.2,Diseased
23.9,48.7,20.5,46.8,43.7,27.4,Diseased
29.3,65.6,26.2,51.1,14.8,8.5,Diseased
39,49.4,50.3,99.9,43.6,30,Healthy
26.5,78.9,21.2,69.9,20.2,42.4,Diseased
26.3,79.9,69.8,38.8,15.5,27,Diseased
34.5,57.6,30.8,70.8,18.9,27.9,Diseased
23.6,48.7,45.3,32.2,42.7,27.1,Healthy
26.4,57,34.7,93.6,18.9,39.7,Diseased
32.1,74.1,69.9,56.6,15.8,10.3,Diseased
25.3,65.6,30.2,51.4,65.9,28.5,Healthy
27.2,42.2,52.8,62.3,32.5,39.8,Healthy
23.9,75.2,31,95.4,77.3,14.1,Healthy
37.4,40.3,48.5,38.2,73.7,37.1,Healthy
20.7,75.9,62.1,33.1,69.7,14.7,Diseased
28,79.3,61.2,43.2,32.6,11.1,Diseased
28,54.3,33.4,46.6,44.5,30.8,Healthy
33.7,67.9,58.4,73.3,75,48.3,Healthy
33.3,76.1,46.4,58.5,61.5,33.2,Healthy
20.1,83.2,37.4,88.6,57.4,6.1,Diseased
25,83.3,22.1,28.1,48.8,19.1,Diseased
26.4,47.2,26,38.9,46.1,28.5,Diseased
35,53.3,67.4,16.7,50.2,30.4,Diseased
21,58.9,20.2,51,21.3,21.5,Diseased
34.7,75.4,21.2,31.3,36.6,43.7,Diseased
31.7,75.7,46.2,38.3,76.6,44.8,Healthy
28.6,48.9,64.2,22.1,74.4,10.2,Diseased
23.4,46,61.3,88.5,39.4,18.2,Diseased
30.6,61,30.5,79.9,30.5,44.7,Healthy
28.6,84.6,61,49.4,42.5,10.3,Diseased
25.4,63.1,44.5,13.9,12.1,10.3,Diseased
34.8,46.7,30.2,56.7,75.6,23.1,Healthy
38.7,62.2,38.6,31.3,10.4,31.3,Diseased
34.2,88.9,69.9,75.6,76.6,42.4,Diseased
23.1,79.6,28.2,49.7,49,48.9,Diseased
38.1,72.4,39.8,55.3,54.7,48.6,Healthy
23.3,76.7,31.3,78.1,12.6,47,Diseased
20.9,79.9,60.1,55.9,64.4,29.8,Diseased
34.6,87.9,61.2,39.4,21.1,35.9,Diseased
38.4,89.5,53,59.6,25.2,29.4,Healthy
26.8,50.8,26.2,83.3,20.1,38.3,Diseased
39.3,63.3,26.4,56.6,51.7,31.7,Diseased
33.6,61.3,55.7,56.2,48.4,9.8,Diseased
22,76.9,43.6,93.9,45,27.3,Healthy
27.4,42.6,50.9,82.7,18,25.3,Diseased
29.8,83,53.9,83.1,38.3,25.5,Healthy
28.4,63.2,37,66,44.1,42.8,Healthy
34.8,57.6,20.8,27.5,23,39.4,Diseased
33.3,54.6,62.8,20.1,77.5,10.9,Diseased
37.4,50.1,59.5,21,11.6,34.9,Diseased
27.5,42.5,39.3,67.3,29.4,15.6,Healthy
32.3,52,27.5,69.7,36.6,49.7,Diseased
32.9,59.2,64.4,13.6,47,32.8,Diseased
24.5,66.9,61.8,96.7,69.7,19.6,Diseased
27.3,60.1,37.6,97.3,41.4,21.2,Healthy
35.3,54.8,33.1,14.3,50.7,39.6,Diseased
27.2,57,34.8,15.2,51.1,20.2,Diseased
35.7,51,39.3,66.4,37,35.6,Healthy
25.8,67.7,40.7,50.8,76.3,10.5,Healthy
24.2,43.9,61.8,90.8,71,14.1,Diseased
32,49.5,69.4,54.5,27.2,14.1,Diseased
36.2,62.5,36.3,42.6,13,20,Diseased
29.5,49.3,24.9,63,36.9,29.8,Diseased
38.8,59.1,56.5,37.6,56.6,17.3,Healthy
33.3,64.4,66.3,91.2,33,28.5,Diseased
34.4,52.4,29.6,67.9,29.1,15.5,Diseased
33.1,44,30.7,34.2,69.9,26.7,Healthy
35.9,83.1,43.8,70.7,42.3,22.3,Healthy
26,54,26.2,20.7,67.9,31.6,Diseased
33.6,67.2,40,37.5,49.9,39.8,Healthy
33.7,50.3,67.6,69.4,11.6,7.4,Diseased
23.2,44.2,45.5,14.7,50.3,41.6,Diseased
35.5,82.3,28.5,61.6,15.7,12.7,Diseased
35.7,77.3,26.4,44,30.9,12.9,Diseased
25.2,45.9,23.8,14.2,41.2,13.3,Diseased
23.7,83.2,52.6,30,65.9,23.8,Healthy
35.9,89.3,48.5,66.2,42.8,14.9,Healthy
27.9,47.6,57.6,52.7,56,27,Healthy
36.9,63.5,46.3,80.7,12.8,42.8,Diseased
23.2,47.6,52.5,94.5,24.4,16.9,Healthy
28.4,76,44.9,38.2,54.6,21,Healthy
27.7,87.2,38.1,52,79.9,14.6,Healthy
37.2,48.8,62.3,12.9,68.7,10.4,Diseased
39.2,84.4,53.7,31.6,13.1,39.5,Diseased
34.1,62.9,56.5,12.8,23.1,36.1,Diseased
26.2,44.3,62.9,37.2,46.1,17,Diseased
25.6,83.6,66.1,25.8,52.3,28.3,Diseased
25.8,47.8,55,72.7,16,5.3,Diseased
34.3,50.2,47.2,27.5,61.6,23.6,Diseased
20.9,63.5,58.5,41.9,63.8,10.2,Healthy
27.8,64,31,69.9,40.7,29.5,Healthy
27.2,45.9,20,34.7,51.3,32.4,Diseased
26.5,71.7,42,97.5,75.8,5.4,Diseased
21,60.1,29.4,47.9,43.5,43.7,Diseased
27.8,51.5,33.7,11.6,69.9,13.7,Diseased
23.8,54.3,36.1,32.7,22.9,45.6,Healthy
22.7,87.4,57.5,11.9,26.2,12.1,Diseased
25.1,78.4,52.7,67.7,12,40,Diseased
25.7,71.4,44.8,38.2,52.9,30.7,Healthy
35.1,54.3,50.4,16.6,59.1,43.9,Diseased
36.4,78.3,38.4,89.7,53,31,Healthy
31,45.8,41.7,77.5,33,47.3,Healthy
34.6,86,43.6,47.6,31.4,38.3,Healthy
29,45.3,27.9,51.4,68,8.2,Diseased
30.8,81.9,44.7,81.5,68.1,49.9,Healthy
27.9,71.3,68.3,92.7,70.5,11.8,Diseased
36.8,64.4,25.4,57.9,52.1,11.9,Diseased
35,84,42.6,58.2,60.9,25.5,Healthy
29.4,56,33.4,50.8,21.6,22.8,Healthy
37.6,86,46.3,99.5,41.6,40.4,Healthy
35.4,42.9,57.5,87.4,77.2,40.8,Healthy
28.7,44.3,22.9,55.2,13.4,36.4,Diseased
27.4,66.5,32.5,56.7,55,27.1,Healthy
33.8,43.9,22.2,77.3,77.1,32.9,Diseased
37,72.7,39.1,50.8,52.1,28.5,Healthy
31.8,75.8,21.7,82.6,23.1,15.2,Diseased
29.9,45.1,22.1,73.8,12.5,6.9,Diseased
21.7,76.7,32.9,84.4,51.4,8.8,Diseased
26.1,55.4,53.5,95.2,25.4,6.6,Diseased
22.1,58.4,60.4,87.6,75.5,23.3,Diseased
31.1,42.8,39.2,42.9,40.4,17.4,Healthy
34.3,54.2,28.9,96.9,51.4,44.4,Diseased
28.5,50.6,62.9,73.2,11.3,32.2,Diseased
33.2,81.1,46,67.2,42.9,39.5,Healthy
28.4,48.8,51.2,31.3,66.1,14.7,Healthy
31.7,48.8,61.1,76.6,46.8,16.3,Diseased
31.5,59.7,65.4,58.1,78.7,7.2,Diseased
30,50.6,61.8,22.9,45,42.9,Diseased
29.8,44.4,70,59.5,50.3,17.8,Diseased
23.3,43,66,71.2,72.8,36.9,Diseased
20.5,66.1,58.3,14.6,65.6,27.5,Diseased
31.4,77.2,36.1,36.3,37.2,34,Healthy
28.7,69.9,34.2,94.3,70.9,26.3,Healthy
22.1,48.5,37.2,11.8,15.8,36.9,Diseased
35.6,79.1,36.3,29.2,13.4,34.7,Diseased
23.6,81.2,51.8,15.8,68.9,30.3,Diseased
27,44.6,48.8,54,14,28.5,Diseased
34.5,57.9,47.2,40.8,29,5.1,Diseased
27.5,86.8,25,87.6,78.8,49,Diseased
29.7,51.1,48.5,98.9,16.3,25,Diseased
35.7,50.3,65,63.8,73.3,9.6,Diseased
30.2,77.9,63.3,56.7,30.8,33.6,Diseased
35.4,84.4,51.7,95.2,28.2,35.9,Healthy
25.8,79.8,65.7,67,35.8,8.6,Diseased
38.5,69.2,26.7,83,40.4,39.2,Diseased
31.2,47.5,55.7,46.8,40.8,13.6,Healthy
30,68.4,59.4,98.3,61.1,11.6,Healthy
20.5,82.9,60.1,31.9,15.2,11.8,Diseased
25.1,76.1,38.7,44.5,48.8,14.5,Healthy
20.7,42.1,44.2,48.5,47.9,28,Healthy
32.2,67.7,24.3,69.2,63.5,30.2,Diseased
20.7,58.6,41.4,62.7,78.4,31.8,Healthy
38.5,52.3,32.5,14,34,39.3,Diseased
31.6,68.1,38.8,57.2,25.6,45.6,Healthy
22.2,63.8,58,43.2,29.4,6.2,Diseased
35.5,61.4,56.1,58.3,31,15.2,Healthy
35.1,53,67.8,67.5,59.9,14.4,Diseased
37.1,59.7,26.5,50.3,48.3,44.4,Diseased
29.5,50.4,22.2,63.9,79.4,8.2,Diseased
25.1,67.7,60.2,86.8,62.7,46.9,Diseased
31.3,65.6,61.3,52.1,74.9,29.1,Diseased
26.2,89.1,33.2,19.6,16.7,36.6,Diseased
27.6,69.2,42.6,26.6,39.4,10.6,Diseased
36.8,69.2,62,26.1,74.6,29.1,Diseased
36,83.5,37.5,95.4,19.4,37.5,Diseased
20.5,81.2,21.1,42.6,43.7,29.7,Diseased
28,61.2,65.9,58.2,16.8,38.7,Diseased
25.1,46.3,40.2,17.2,35.4,30,Diseased
30.8,88.4,32.8,58.3,65.3,23.5,Healthy
22.5,80.8,43.5,22.5,52.3,12,Diseased
22.4,69.2,69.7,47.2,57.1,38.7,Diseased
39.4,45.7,66.5,88,72.9,12,Diseased
30.9,75,51.4,49.7,31.3,48.2,Healthy
34.6,42.5,60.5,98.2,12.7,31.7,Diseased
23.7,77.7,37.4,76.2,30,6.7,Diseased
39.8,58.6,37.5,49.6,13.2,21.9,Diseased
20.3,52.3,56,49.1,13.3,36.4,Diseased
20.7,55.8,55,87,45.1,40.9,Healthy
20.4,66.6,35.7,34.6,73.4,15.3,Healthy
32.3,56.7,39.9,68.4,48.1,32.6,Healthy
27.7,85.6,57,18.3,64.1,32.2,Diseased
38.3,77.1,36.6,10.2,74.8,47.4,Diseased
27.6,86,64.6,84.5,53.8,31.1,Diseased
21.2,69.6,48.9,49.8,76.2,12.4,Healthy
39.7,88.3,25.5,96.9,22.5,20,Diseased
30.2,59.9,67.6,16.3,42,46,Diseased
35.2,88.3,60.6,70.9,77.9,24.8,Diseased
26.5,64.9,29.8,14.6,28,45.3,Diseased
25.1,88.4,39.7,53.6,13.4,29.9,Diseased
33.9,87.1,65,15.4,55.5,19.2,Diseased
38.9,59.5,24.7,91.5,77.2,23.7,Diseased
20.3,68.4,26.6,32.5,58.7,30.5,Diseased
25.2,57.8,49.5,66.8,25.1,30.1,Healthy
33.9,66.9,45.4,68.6,12.1,8.9,Diseased
33.5,70.2,46.1,19.3,56.2,45.2,Diseased
25.3,84.6,67.9,80.4,57.5,19.3,Diseased
34.3,67.1,46.6,61.5,51.2,27.6,Healthy
37.1,65.5,41.7,51.7,23.2,43.1,Healthy
21.2,48.4,50.6,89.9,73,44.6,Healthy
27.2,55,22.8,81.5,51.1,22.3,Diseased
21,64.3,28.3,95.1,42.1,37.3,Diseased
29.6,50.9,24.1,71.9,64.3,47.6,Diseased
37.6,71.4,64.8,99.1,34.2,29.5,Diseased
32.3,71.6,23.9,83.7,54.5,39.9,Diseased
32.9,68.4,52.2,12.8,58.2,36.9,Diseased
39.4,73.9,37.2,48.7,56.5,22.1,Healthy
21.5,85.3,50.9,91.6,21.2,43.5,Healthy
25.8,65.6,36.1,44.8,48.6,38.8,Healthy
40,89.4,40.1,53.3,47,21.9,Healthy
38.3,42,35.1,56,44.4,41.4,Healthy
35.6,84.5,29.5,80.5,38.5,43.7,Diseased
27.5,85.9,34.5,72,78.5,44.1,Healthy
38.7,80.4,23.9,94,69.2,39.8,Diseased
27,42.7,45.4,80.5,62.7,49.6,Healthy
38.8,79.8,57.9,46.3,14.6,29.9,Diseased
28.3,47.1,29.5,25.2,64.4,47.2,Diseased
29.6,43.2,32.7,84.4,24.3,33.7,Healthy
36.4,70.2,32.9,63.9,16.6,6,Diseased
33.3,87.7,55.7,10.9,38.6,41.8,Diseased
24.6,64.5,64.4,29.7,59.4,49.9,Diseased
38.2,63,59.9,85.2,63.9,49.2,Healthy
20.3,75.9,65.1,65.6,44.6,17.5,Diseased
28.1,64.7,59.3,81.4,75.8,8,Diseased
27.8,55.1,23.2,83.3,51.9,21.8,Diseased
23.8,40.9,20.4,86,43.7,8.9,Diseased
37.9,57.3,24.7,48.9,23.2,23.9,Diseased
34.7,54.7,27.7,86.6,57.8,22.2,Diseased
36.7,77.8,21.9,73.7,72.5,30.9,Diseased
26,87.8,66.2,49.3,45.4,27.5,Diseased
34.6,49.4,27.1,28.1,57.2,17.6,Diseased
21.7,66.4,31.6,79,42.6,7.5,Diseased
27,78.2,37.2,83.7,31.1,11.3,Healthy
30.9,75.4,26.8,67.8,60.1,46.5,Diseased
37.4,87.5,25.4,95.4,60.5,40.5,Diseased
21,76.1,25.8,33.9,50.4,25.2,Diseased
36,52.2,37.8,70,15.7,38,Diseased
27.4,77.9,58.8,64.9,10.6,6.3,Diseased
32.9,65.3,40.6,77.6,50.4,5.6,Diseased
33,50.6,23,97.5,22.9,18.9,Diseased
35.6,42.9,48.6,96.4,32.2,20.2,Healthy
21.4,70,61.7,86.3,29.3,32.9,Diseased
36.1,74.7,33.6,100,30,21,Healthy
33,44.4,47,59.9,59.8,23.9,Healthy
28.8,60.5,58.5,69.9,20.3,38.6,Healthy
24.6,79.6,24.2,59.1,43.6,48.1,Diseased
36.7,72.4,67.2,33.2,28,9.4,Diseased
30.4,43.7,57.5,80.9,17.2,29,Diseased
28.7,89.5,38.2,38.6,75.3,49.1,Healthy
31.5,46,64.7,28.5,42.3,49.8,Diseased
29.1,72.1,60.1,76.8,61.6,22.9,Diseased
40,40.8,32.3,67.5,21.5,25.8,Healthy
32.7,42.6,21.9,90.3,44.7,6.8,Diseased
34.8,46.2,50.5,89.3,68.2,21.5,Healthy
38.7,83,37.3,64.3,73.9,31.6,Healthy
20.3,69,68.7,49.1,26.3,6.9,Diseased
31.9,89.4,29.5,92,10.8,40.4,Diseased
25.8,73.2,41.8,47.4,57.3,40.3,Healthy
34.5,84.4,44,66.5,24.9,17.6,Healthy
38,76.2,29.6,80.2,27.9,8.8,Diseased
38.9,48.6,38.1,91.3,53.6,45.3,Healthy
32.6,45.5,53,71.6,77.6,23.8,Healthy
26.2,68.2,44.7,33.2,19.3,47.1,Diseased
39.4,41.7,29.1,35.1,18.9,47.9,Diseased
23,88.3,34.4,68.4,18.2,38.3,Diseased
20.1,61.3,40,58.6,68,9.8,Diseased
39.2,68.9,29.5,70.6,45.7,42,Diseased
32.8,83.9,22,11.2,15.7,32.7,Diseased
26.7,73.9,26.1,15.9,76.7,19.4,Diseased
36.1,52.6,61.3,61.3,48.8,18.3,Diseased
23,62.5,24.1,62.3,67.7,29.5,Diseased
35.7,84.2,37.4,67.2,55.9,14.8,Healthy
21.8,42.2,45,17.7,27.5,41.3,Diseased
24.1,68.9,56.6,63.1,10.2,21.2,Diseased
21.9,43.6,53.3,69.2,29.9,46.5,Healthy
28.2,65.8,48.7,38,72.2,32.2,Healthy
25.1,74.3,33.1,92.2,78.2,22.5,Healthy
39.5,68.4,36.8,81.6,32.7,39.3,Healthy
39.4,66,65.5,39.9,35.6,20.4,Diseased
26.1,43.8,30.4,28,32,32,Diseased
35.9,51.4,41.7,82,14,33.1,Diseased
34.2,69.2,21.7,35.8,12.8,45.8,Diseased
32.1,66.7,29.3,85.3,58,49,Diseased
32.4,82.5,26.9,42.3,25.6,41.6,Diseased
29.4,61.2,23.8,90.8,56.5,46.2,Diseased
21.4,85.6,45.2,50.4,68.7,49.4,Healthy
33.6,87,29.4,22.7,30.1,14.2,Diseased
35.6,50.8,37.8,23.7,54.8,33.6,Diseased
26,66.2,49.5,65.9,46.8,36.2,Healthy
23.5,88.7,32.3,83.3,16.3,32.9,Diseased
34.1,85.1,32.1,27.8,69.3,21.9,Diseased
32.6,44.2,46.5,31,76.1,44.7,Healthy
30,80.2,67,97.4,67.3,37.5,Diseased
26.9,89.7,54.7,65.5,59.3,8.2,Diseased
25.1,43.6,68.5,23.5,37,33.6,Diseased
26.1,87.7,44.9,71.2,63.7,35.9,Healthy
30.4,51.4,20.3,66.7,50.2,28.4,Diseased
30.9,63.5,55.2,87.6,37.4,24.8,Healthy
39.8,89.3,52.4,10.1,10.1,39.4,Diseased
27,56.6,59.6,89.3,52.4,25.1,Healthy
26.5,56.1,35.6,32.5,40.3,26.9,Healthy
34.1,68.6,39.4,71,18.7,43.5,Diseased
39.4,87.2,45.7,81.9,76.8,10.9,Healthy
24.1,47.3,29.4,42.8,26.7,7,Diseased
38.4,64.6,68.9,94.5,60.9,15.2,Diseased
21,85.6,64.5,30.6,73.8,19.7,Diseased
28.2,44.2,62.4,46.1,35.4,8.9,Diseased
33.7,72.3,59.2,70.7,16.4,43,Diseased
37.5,58.6,43.7,10.4,54,12.2,Diseased
36.1,89.3,32.7,62.1,49.2,25.3,Healthy
38.1,40.1,22.1,70.8,71.6,9.7,Diseased
25.7,43.6,26.7,62.5,22.6,30.3,Diseased
23.4,71.8,38.4,68.5,73.2,11.4,Healthy
27.4,63,32.4,10.7,40.8,44.8,Diseased
34.7,47.4,69.5,55,11.4,24.3,Diseased
20.7,40.3,57,69.7,15.2,43.9,Diseased
23.2,84.4,62.7,97.6,69.4,14.1,Diseased
24.8,74.4,53.3,85.5,66,46.2,Healthy
25.2,85.5,52,25,15,28.6,Diseased
22.1,60.8,51.4,81.3,22.7,37,Healthy
21.6,43.2,23.8,94,56.5,16,Diseased
30.2,54,67.2,71.3,74.2,18.1,Diseased
20.2,44.5,45.6,76.3,49.9,5,Diseased
32.3,59.6,34.1,66.4,36.8,45,Healthy
21.7,56.4,26,76.9,57.2,32.7,Diseased
33.3,59,35.9,22.3,72.1,12.9,Diseased
38.1,54.9,23.5,87.8,72.5,25.6,Diseased
39.6,71.6,26.2,37.5,61.7,31.2,Diseased
38.4,47.1,43,46.3,51.8,44.1,Healthy
23.9,83.2,47.7,77.3,58.6,20.9,Healthy
23.4,64.2,20.2,61.5,67.7,7.7,Diseased
26,61.6,67.8,41.1,49.7,7.4,Diseased
38.1,50.4,39.4,49.7,12.2,10.4,Diseased
33.5,59.6,52.6,10.6,67.8,10.2,Diseased
27.6,81.7,29.7,39.1,26.8,42.7,Diseased
35.5,79.8,40.9,69.9,58.6,38.4,Healthy
27.6,80.1,64.7,38.7,34.9,32.3,Diseased
28.7,78,31.4,71.6,28.6,22.9,Healthy
21,85.8,27,45.8,32.9,29.6,Diseased
33.5,47.7,57.2,65,48.2,17.4,Healthy
33.1,55.1,29.4,75.7,50.1,42.6,Diseased
39.1,60.7,65.4,45.5,61.6,13.5,Diseased
22.4,76.8,35.1,45.5,76.3,31.4,Healthy
37.6,53.3,23,59.3,76.2,47.3,Diseased
39.8,79.7,28.9,38.8,15.6,40.6,Diseased
22.4,43.5,56.9,77,64.2,29,Healthy
27,76.1,59.6,62.5,73.4,25.2,Healthy
26.7,77.8,31.6,28.3,35,18.9,Diseased
23.8,44.9,38.6,75.1,56,28.8,Healthy
33.2,54.7,55.5,66.2,28.6,41.3,Healthy
35.7,66.1,56.5,95.7,21.5,9.7,Diseased
20.8,47.7,65.3,79.2,20.9,34.4,Diseased
36.2,83.5,27.9,44.6,42.4,9,Diseased
22.8,75.1,53.5,35.4,54.2,25.8,Healthy
31.4,44.2,30.8,90.4,29.9,21.3,Healthy
36.7,66.9,37.4,50.9,23.9,6.3,Diseased
29.7,57.3,65.8,90.8,58.6,34.5,Diseased
27.7,51,30.3,35.6,65.8,43.5,Healthy
32.7,56.6,48.5,87.7,71.3,21.3,Healthy
38.6,79.4,45.2,38.2,54.7,32.4,Healthy
28.2,70.8,32.3,45.6,46.8,17.2,Healthy
36.9,58.3,44.4,22.9,40.4,7.6,Diseased
24.7,79.4,23.2,79.8,53.8,9.2,Diseased
36.4,76.8,57.4,80.6,17.1,10.3,Diseased
30.2,84.5,67.1,40.6,69,17,Diseased
36.8,65.8,58.4,53.5,30.3,5.1,Diseased
38.5,43.7,31.3,11.5,12.2,33.6,Diseased
38.5,53.5,21.4,98.2,27.4,26.6,Diseased
27.2,84.9,43,99.2,45.9,5.8,Diseased
20.7,76.6,45.1,69.4,50.3,40,Healthy
25.5,88.9,43.6,23.7,25.2,45.9,Diseased
22.2,80,61.1,81,22.9,45.9,Diseased
39.8,82.2,33.6,27.3,47.2,43.2,Diseased
27.2,82.7,67.8,23,20.8,28.3,Diseased
38.1,81.8,31.1,29.3,51.4,12.5,Diseased
31.4,52.2,66.6,60.8,13.4,35.6,Diseased
23,56.3,26.6,56.5,68,7.4,Diseased
28.4,61.6,20.8,62,46.5,39.1,Diseased
32.8,66,60.2,56.9,57.9,6.3,Diseased
27.4,61.4,32.7,84.6,36.1,46.1,Healthy
30.3,66.2,40.3,74.9,27.2,28.9,Healthy
29.8,40.1,37.8,76.6,46.8,11.8,Healthy
39.7,51.3,28,54,43.8,46.7,Diseased
21.4,43.4,44.2,86,30.3,13.7,Healthy
36.8,44.7,42.9,86.5,32,14.1,Healthy
31.1,59.2,40.1,76.2,20.1,36.5,Healthy
20.5,53.7,65.5,80.6,56.3,14.4,Diseased
36.3,67.3,24.8,29.6,31.9,38.4,Diseased
39.7,54.2,34.2,14.5,53,9.2,Diseased
30.5,70,27,80.6,33.5,38.2,Diseased
36.6,85.1,57.6,27.3,34.3,38.4,Diseased
22.1,62.4,69.7,92,74.8,38.5,Diseased
35.3,57.6,40.3,68.9,77.6,13.6,Healthy
33.8,41.3,34.4,63,55.6,34.2,Healthy
31.3,52.1,57.8,29.5,11.6,36.6,Diseased
26.4,50.5,67.2,81.8,17.2,21.8,Diseased
34.8,85.7,63.1,14.4,13.9,42.3,Diseased
25.1,60.9,46.5,35.7,29.8,46.5,Healthy
29.6,81.5,46.1,38.4,33.4,45.4,Healthy
33.7,55.2,38.2,12.6,46.2,9.9,Diseased
34.3,75.8,41.4,70.7,65.2,8.9,Diseased
28.7,64.4,58.7,90.5,11.4,31.4,Diseased
37.8,63.8,32.9,35.5,12.2,49.2,Diseased
21.7,73.1,34.8,60.5,71.8,36.8,Healthy
24.2,47.4,49.6,57,58.1,49.8,Healthy
24.7,83.2,68.3,36.1,57.5,18.1,Diseased
26.7,41.4,42.3,35.5,60.4,33.1,Healthy
39,43.7,28.9,64.8,62.9,10.3,Diseased
34.6,82.7,20.7,47.1,73.1,43.1,Diseased
22.4,68.1,49,39.8,22.9,23,Healthy
21.8,51.7,43.5,10.8,76.5,18.4,Diseased
21.1,69.8,61.5,68.4,61.1,48.5,Diseased
38.4,63.7,28.1,47,62.6,32.8,Diseased
32.9,43.5,63,25.8,30.1,40.6,Diseased
28.2,73.8,65.2,20.5,54.8,22,Diseased
33.9,59,37.6,27.4,64.7,43.5,Diseased
39.9,44.9,30.4,55.1,10,46,Diseased
30.6,82.9,24.3,88.2,45.7,22.5,Diseased
27.6,55.2,58.6,82.5,56.8,22.4,Healthy
28.8,69.4,26.8,10.9,10.2,29.5,Diseased
20.1,77.3,41.2,75.9,74.2,41,Healthy
35.3,43.8,39.7,21,62.9,34.5,Diseased
25.4,89.8,54.7,63.4,55.9,8.6,Diseased
34.2,60.3,24.3,16.5,10.9,40.6,Diseased
29.2,76.8,69,72.1,45,36.7,Diseased
36.2,48.5,67.5,77.7,25.2,44,Diseased
24.7,43.3,28.5,48,44.5,29.4,Diseased
36.9,88.1,54.8,74.8,20.8,13.9,Healthy
28.5,66.2,33.4,81.8,66,17.9,Healthy
23.3,89.5,40.4,33.9,68,29.7,Healthy
34.9,70.5,66.3,99.4,65.8,30.2,Diseased
22,68.6,41.3,75.9,29.1,36.8,Healthy
26.8,45.5,60.8,38.9,28.8,16.8,Diseased
33.1,85.4,55.1,21.4,61.8,36.7,Diseased
36.7,61.9,24.1,21.4,45.3,44.3,Diseased
26,70.4,32.3,76.6,44.9,12.3,Healthy
37.9,51.6,64.4,45,35.2,22.4,Diseased
37.9,41.5,46.1,17.2,39,34.1,Diseased
33,58.5,67,59.8,60.7,12.6,Diseased
38.7,68.1,59.4,82.9,28.9,45.7,Healthy
29,73.5,60.1,76.7,45.1,34.2,Diseased
32,68,52.6,75.9,51.9,40.4,Healthy
22.4,40.3,27.2,22.8,22.8,10.6,Diseased
31.6,43.4,37.6,95,27.4,48.5,Healthy
25.2,78.7,26,87.6,59,39.7,Diseased
35.9,73.5,48.3,36.9,78,27.1,Healthy
35.9,79.4,62.1,95,10.9,13.7,Diseased
39.5,76.6,67.7,94.3,13.9,32.7,Diseased
30,85.7,41.1,20.7,42.6,21.7,Diseased
23.3,73.5,47.9,19.9,45.3,17.2,Diseased
35.1,78.1,37.6,29.5,25.9,24.8,Diseased
26.3,73.7,54.2,50.1,78.2,47.9,Healthy
29.6,66.6,68.7,96.9,45.9,29.1,Diseased
26.8,66.2,67.2,97.2,66.9,12.3,Diseased
31.2,74.9,63.1,94.2,12.6,34.3,Diseased
31.5,40.2,42.8,36,50.6,34.4,Healthy
23.5,62.6,45.7,39.2,36.5,36,Healthy
22.8,89.5,26.1,96.7,26,35.3,Diseased
34.6,89.2,58.3,34.9,13.1,24.7,Diseased
28.6,42.4,65.4,59.6,20.6,45.2,Diseased
29.2,61,28.5,99.1,34,47,Diseased
20.8,71,62.4,63.5,65,30.6,Diseased
27.5,46.7,26.1,65.4,64.1,7.2,Diseased
30.2,49.4,35.4,60.4,43.3,9.5,Diseased
21.8,54.3,28.8,75.1,47.3,29.3,Diseased
23.8,87.6,57.9,47.3,23.3,35.3,Healthy
32.8,73.5,30.4,32.4,26.8,7.6,Diseased
21.3,83.9,50.5,77.4,57.2,42.4,Healthy
24.2,48.1,37.2,88.6,31.2,43.8,Healthy
35.2,49.6,23.4,19,37,37.9,Diseased
34.4,54.1,41.8,82.8,43.8,38,Healthy
35.8,45.8,39.5,78,56.6,31.5,Healthy
28.6,46.2,28.7,39,27.9,38.1,Diseased
35.4,78.7,40.9,23.4,40.7,12.4,Diseased
25.8,48,26.2,45.8,69.9,22.3,Diseased
31.6,90,47.8,39.9,20.4,33.9,Healthy
36.8,60.6,58.1,40.5,75.3,15.2,Healthy
24.1,62.1,23.4,68,41,37.1,Diseased
21.1,72.1,39.8,61.2,50.3,46,Healthy
29.7,41.6,51.1,11.2,61.5,10.3,Diseased
22.2,89.6,55.9,71.9,64,22.4,Healthy
27,74.1,45.9,41.3,65.7,12.8,Healthy
